MKSA - LOG
Una linea por hito. Formato: YYYY-MM-DD HH:MM | etapa | que se hizo
2026-07-03 05:34 | T3 corte F VERIFICADO | `javac --release 8` agent OK; `cargo fmt` + `cargo check --bin verify-fase1` OK; rebuild nativo de `agent/dist/fable-agent.jar` OK (14607047 bytes, bridge/ledger/sqlite anidados, sin ASM/bridge/ledger sueltos). Runtime `--tier3-audit` con permisos escalados produjo `VERIFICACION OK`: para `balm`, `txGate.canLowerDecision=false`, `redefineSupported=true`, `baseBytesCaptured=true`, `rollbackMechanismAvailable=true`, blockers `demix_not_executable`, `runtime_mixin_order_unverified`, `tier3_tx_apply_not_implemented`, `rollback_pipeline_pending`; `DisablePlan` queda `decision=requires_restart`, `rollbackAvailable=false`; llamada directa `tx.disable` falla cerrado con `TIER3_DEMIX_NOT_EXECUTABLE` y no muta veto/runtime refs. Log: `tier3-f-smoke.txt`; wrapper elevado devolvio codigo 1 pese al OK por ruta conocida.
2026-07-03 06:12 | T3 corte G demix controlado | Primer demix transaccional ejecutable conectado sobre clase privada del agente: `t3.controlledDemixSmoke` usa `Tier3ControlledDemixTarget` como target "mixed/applied", redefine a variante base/disabled y restaura la variante mixed. Emite receipt `tier3_demix_tx_receipt_v1` con pasos `capture_current`, `reset_target_to_base`, `restore_mixin_variant`, estado final y rollback.
2026-07-03 06:12 | T3 corte G VERIFICADO | Runtime `cargo run --bin verify-fase1 -- --tier3-audit` con permisos escalados produjo `VERIFICACION OK` en `tier3-g-smoke.txt`: `preValue=mixedON`, `disableValue=baseOFF`, `restoreValue=mixedON`, `finalRestored=true`, hashes mixed/base distintos, `receipt.status=OK`, `touchesMinecraftClasses=false`, `touchesMixinTargets=false`. El mismo run confirma que Tier 3 real (`balm`) sigue bloqueado: `DisablePlan decision=requires_restart`, `tx.disable` falla cerrado con `TIER3_DEMIX_NOT_EXECUTABLE`, sin veto ni runtime refs mutadas. Cierre WM_CLOSE limpio tras agotar `quiesce`; wrapper elevado devolvio codigo 1 por ruta conocida.
2026-07-03 07:40 | T3 corte H frontera retransform | `t3.retransformCaptureSmoke` conectado para probar si `Instrumentation.retransformClasses` sirve como snapshot exacto de bytecode vivo. Resultado: captura bytes del transformer sobre clase privada (`captureCount=1`) pero no coincide ni con variante mixed redefinida ni con base pura; retransform no entrega snapshot vivo redefinido para rollback real de Tier 3.
2026-07-03 07:40 | T3 corte H VERIFICADO | `cargo check --bin verify-fase1` OK. Runtime `--tier3-audit` con permisos escalados produjo `VERIFICACION OK` en `tier3-h-smoke.txt`: `txGate.runtimeTransformedBytesCaptured=false`, `bytecodeDiffReason=runtime_transformed_bytes_not_captured_exactly`, `t3.redefineSmoke` OK, `t3.controlledDemixSmoke` OK, `t3.retransformCaptureSmoke` OK (`capturedMatchesMixed=false`, `capturedMatchesBase=false`, `finalRestored=true`). Tier 3 real sigue bloqueado con `TIER3_DEMIX_NOT_EXECUTABLE`, sin veto ni runtime refs mutadas; cierre WM_CLOSE limpio sin `taskkill /F`.
2026-07-03 09:10 | T3 corte I Pilar 0 captura viva | Nuevo Tier3LiveCapture: ClassFileTransformer observacional instalado en Agent.premain (misma ventana que LedgerTransformer) que cachea el bytecode ya tejido por Mixin en la PRIMERA definicion real de cada target, via putIfAbsent -- reemplaza el intento fallido de retransformClasses (corte H). Boot.computeTier3WatchSet une los targets @Mixin de mods tier>=3 tras enumerar mods/tiers y se los entrega antes de waitForGameInstance. Tier3MixinAudit gano scanMixins/scanTargets compartido (sin duplicar parseo); buildTxGate ya no hardcodea runtimeTransformedBytesCaptured=false, refleja el agregado real; diff base/vivo real via SHA256 (liveSha256 vs baseSha256) reusando el motor de diff de corte C.
2026-07-03 09:10 | T3 corte I VERIFICADO | javac --release 8 OK; rebuild nativo PowerShell de agent/dist/fable-agent.jar OK (con Tier3LiveCapture.class y Tier3MixinAudit.class incluidos); cargo check + build --bin verify-fase1 OK. Runtime --tier3-audit con permisos escalados produjo VERIFICACION OK en tier3-i-smoke.txt: balm 36/41 targets con bytecode vivo capturado (liveBytesCaptured=false, cobertura parcial honesta), 41 diffs base+vivo comparables, los 41 confirman liveSha256 != baseSha256 (transformacion real, no relectura). txGate.runtimeTransformedBytesCaptured refleja el agregado real; blockers demix_not_executable/tier3_tx_apply_not_implemented/rollback_pipeline_pending siguen abiertos (Pilares 1-4 fuera de alcance). Control negativo: tx.disablePlan sigue requires_restart/tier3_demix_not_viable, canLowerDecision=false, sin veto ni runtime refs mutadas. Cierre WM_CLOSE limpio.
2026-07-03 10:40 | T3 corte J Pilar 1a atribucion @MixinMerged | Tier3MixinAudit parsea la anotacion RUNTIME propia de Mixin (MixinMerged) ya horneada en el bytecode vivo capturado desde corte I: nuevo ClassFile.mixinMergedMembers()/parseRuntimeAttribution reusando readMembers/readAnnotations/constantString sin cambios. buildAttributionDiffs suma runtimeMergedMembersTotal/runtimeAttributionConfirmed/runtimeAttributionSamples por diff; buildDemixPlan suma submapa runtimeAttribution por target (distinctRuntimeMixins/matchesDeclaredContributors/unexpectedRuntimeMixins) y un riesgo informativo nuevo; buildTxGate suma runtimeAttributionEvidenceAvailable, campo informativo que no alimenta canLowerDecision. Limite honesto: cubre pertenencia real de miembros mergeados, no el orden secuencial completo (Pilar 1b, hook ASM sobre MixinApplicatorStandard.apply, pendiente).
2026-07-03 10:40 | T3 corte J VERIFICADO | javac --release 8 OK; rebuild nativo PowerShell de agent/dist/fable-agent.jar OK; cargo check + build --bin verify-fase1 OK. Runtime --tier3-audit con permisos escalados produjo VERIFICACION OK en tier3-j-smoke.txt: balm, 41/41 diffs confirman runtimeAttributionConfirmed=true via @MixinMerged con muestras member/priority reales, demixPlan.targetPlans incluye runtimeAttribution real, txGate.runtimeAttributionEvidenceAvailable=true. Control negativo: demixPlan.orderTrust sigue declarativo, txGate.runtimeMixinOrderTrusted=false, blocker runtime_mixin_order_unverified presente, canLowerDecision=false, tx.disable sigue TIER3_DEMIX_NOT_EXECUTABLE. 13 aserciones nuevas OK, cero fallos, cierre WM_CLOSE limpio.
2026-07-03 10:40 | T3 corte J Pilar 1a atribucion @MixinMerged | Tier3MixinAudit parsea la anotacion RUNTIME propia de Mixin (MixinMerged) ya horneada en el bytecode vivo capturado desde corte I: nuevo ClassFile.mixinMergedMembers()/parseRuntimeAttribution reusando readMembers/readAnnotations/constantString sin cambios. buildAttributionDiffs suma runtimeMergedMembersTotal/runtimeAttributionConfirmed/runtimeAttributionSamples por diff; buildDemixPlan suma submapa runtimeAttribution por target (distinctRuntimeMixins/matchesDeclaredContributors/unexpectedRuntimeMixins) y un riesgo informativo nuevo; buildTxGate suma runtimeAttributionEvidenceAvailable, campo informativo que no alimenta canLowerDecision. Limite honesto: cubre pertenencia real de miembros mergeados, no el orden secuencial completo (Pilar 1b, hook ASM sobre MixinApplicatorStandard.apply, pendiente).
2026-07-03 10:40 | T3 corte J VERIFICADO | javac --release 8 OK; rebuild nativo PowerShell de agent/dist/fable-agent.jar OK; cargo check + build --bin verify-fase1 OK. Runtime --tier3-audit con permisos escalados produjo VERIFICACION OK en tier3-j-smoke.txt: balm, 41/41 diffs confirman runtimeAttributionConfirmed=true via @MixinMerged con muestras member/priority reales, demixPlan.targetPlans incluye runtimeAttribution real, txGate.runtimeAttributionEvidenceAvailable=true. Control negativo: demixPlan.orderTrust sigue declarativo, txGate.runtimeMixinOrderTrusted=false, blocker runtime_mixin_order_unverified presente, canLowerDecision=false, tx.disable sigue TIER3_DEMIX_NOT_EXECUTABLE. 13 aserciones nuevas OK, cero fallos, cierre WM_CLOSE limpio.
2026-07-03 12:52 | T3 corte K Pilar 1b orden runtime hook ASM | Nuevo Tier3MixinOrderCapture (dev.mksa.agent.ledger, junto a LedgerTransformer -- unico paquete con ASM, cargado por Agent.installLedger en el URLClassLoader aislado) inyecta Bridge.onMixinApplyOrder a la entrada de MixinInfo.createContextFor(TargetClassContext), capturando la secuencia real con que MixinApplicatorStandard.apply itera el set ya ordenado por prioridad. Descartado IMixinAuditTrail.onApply (mecanismo oficial) por getAuditTrail() hardcodeado a null en Fabric 0.18.4, mas riesgo que el hook elegido. Wiring cruza el bootstrap por el camino establecido: LedgerSink.onMixinApplyOrder -> Bridge.onMixinApplyOrder -> Ledger.onMixinApplyOrder (APPEND en ConcurrentHashMap<String,CopyOnWriteArrayList<MixinOrderEntry>>, no idempotente, a diferencia de Tier3LiveCapture). Tier3MixinAudit.buildDemixPlan suma buildRuntimeOrder por target (sequence, matchesDeclaredContributors, verified) acumulado sobre TODOS los targets; orderTrust solo sube a runtime_mixin_order_verified si TODOS los targets del ns verifican, sin forzar cobertura parcial. buildTxGate.runtimeOrderTrusted ya derivaba de esa igualdad de string, asi que el blocker runtime_mixin_order_unverified desaparece automaticamente cuando corresponde. canLowerDecision sigue false a proposito (Pilares 2-4 pendientes). Pilar 1 (1a+1b) completo.
2026-07-03 12:52 | T3 corte K VERIFICADO | javac --release 8 OK; build.sh rebuild OK (mksa-bridge.jar, mksa-ledger.jar con Tier3MixinOrderCapture.class, fable-agent.jar); cargo check + build --bin verify-fase1 OK. Runtime --tier3-audit con permisos escalados produjo VERIFICACION OK en tier3-k-smoke.txt: balm, demixPlan.runtimeOrderEvidenceAvailable=true, al menos un targetPlan.runtimeOrder con sequence real (mixin+priority). Cobertura parcial honesta: no todos los 41 targets verifican, asi que orderTrust se mantiene declarativo, txGate.runtimeMixinOrderTrusted=false, blocker runtime_mixin_order_unverified presente -- asertado segun el resultado real observado, no forzado. Control negativo: canLowerDecision=false, tx.disable sigue TIER3_DEMIX_NOT_EXECUTABLE. 7 aserciones nuevas OK, cero fallos, cierre WM_CLOSE limpio.
2026-07-03 13:49 | T3 corte L Pilar 2 auto-quiescencia MKSA vs MKSA | Alcance acotado por decision del usuario: NO cubre transformers de terceros (ya cubierto declarativamente por coremod_present) ni fase de carga de Mixin (temporal, fuera de alcance). Por especificacion oficial de Instrumentation/ClassFileTransformer, redefineClasses (primitivo de Pilar 3) re-dispara TODOS los transformers registrados sin importar canRetransform -- LedgerTransformer (canRetransform=true) muta 9 familias de clases, riesgo real de doble inyeccion si un target Tier 3 solapa. Tier3MixinAudit (dev.mksa.agent, sin ASM en classpath, no puede importar LedgerTransformer) gana espejo estatico manual OWN_TRANSFORMER_TARGET_FAMILIES (9 familias, sync manual documentado) y buildTransformerQuiescence(target) -- comparacion pura de strings, available siempre true. buildDemixPlan suma transformerQuiescence por target y transformerQuiescenceTrust agregado (no_own_transformer_overlap_detected solo si NINGUN target solapa); demixRisks gana own_transformer_overlap_risk; buildTxGate reemplaza la derivacion hardcodeada (!requiresTransformerQuiescence, siempre false por construccion) por comparacion contra transformerQuiescenceTrust real, mismo patron que orderTrust (corte K). canLowerDecision sigue false a proposito (Pilares 3-4 pendientes).
2026-07-03 13:49 | T3 corte L VERIFICADO | javac --release 8 OK; rebuild nativo PowerShell de agent/dist/fable-agent.jar OK; cargo check + build --bin verify-fase1 OK. Runtime --tier3-audit con permisos escalados produjo VERIFICACION OK en tier3-l-smoke.txt: balm, demixPlan.transformerQuiescenceEvidenceAvailable=true (siempre, estatica), targetPlan.transformerQuiescence con model=own_transformer_overlap_static_v1. Resultado real observado (no forzado): balm SI solapa -- transformerQuiescenceTrust=own_transformer_overlap_unresolved, familias reales LevelChunk y RecipeManager, txGate.transformerQuiescenceVerified=false, blocker transformer_quiescence_unverified presente. Control negativo: canLowerDecision=false, tx.disable sigue TIER3_DEMIX_NOT_EXECUTABLE. 7 aserciones nuevas OK, cero fallos, cierre WM_CLOSE limpio. Pilar 2 (auto-quiescencia MKSA vs MKSA) resuelto en su alcance acotado.
2026-07-04 00:00 | T3 pre-corte M definicion universo estructural | docs/proyecto.md §3.32 nuevo: definido "universo estructural de la instancia" (elementos de forma de clase fijados en boot para que activar/desactivar despues sea solo cambio de cuerpo, nunca de forma). Accessor/Invoker confirmado como primer miembro por el spike de Fase 5; @Unique/bridges/synthetic quedan como candidatos futuros no evaluados. Matiz explicito: el spike prueba coexistencia estructural, no el toggle de comportamiento -- @Inject/@Redirect, callbacks, listeners, registries y ledger siguen pendientes. Direccion fijada para corte M: extender Tier3MixinAudit con buildStructuralUniverse()/model=structural_universe_v1 (mapa por categoria, generico desde el dia uno), enumeracion global via Boot.computeTier3WatchSet. canLowerDecision sigue false.
2026-07-04 04:40 | T3 corte M Pilar 3 universo estructural (diagnostico global) | Alcance acotado a proposito, aceptando advertencia del asesor: responde SOLO "cual es el universo estructural", cero IMixinConfigPlugin/preApply/mixin dummy -- eso queda para el aplicador futuro. Tier3MixinAudit: ClassFile.readHeader() ahora captura access_flags (antes descartado); MixinInfo.isInterface deriva ACC_INTERFACE (0x0200); buildStructuralUniverse(mods, modRoots) reusa scanMixins()/ScanResult (cero parseo duplicado) para agregar, de TODOS los mods tier>=3, las interfaces Accessor/Invoker agrupadas byTarget. Modelo declarativo por pedido del asesor: {model: structural_universe_v1, categories: {<nombre>: {available, model, total, byTarget}}} -- categorias futuras (unique_members, synthetic_bridges, implements_soft) se agregan sin rehacer la forma. Wireado a Boot.computeTier3StructuralUniverse() junto a computeTier3WatchSet (mismo boot point, sin dependencia de timing de carga -- es analisis estatico puro). Expuesto por nuevo IPC t3.structuralUniverse (sin params, global), mismo camino Agent->Ledger->LedgerSink->Bridge que t3.mixinPlan. canLowerDecision sigue false.
2026-07-04 04:40 | T3 corte M VERIFICADO | javac --release 8 OK; agent/build.sh rebuild OK; cargo check + build --bin verify-fase1 OK. Runtime --tier3-audit con permisos escalados produjo VERIFICACION OK en tier3-m-smoke.txt: t3.structuralUniverse devuelve model=structural_universe_v1, categories.accessor_invoker_interfaces con su propio model=accessor_invoker_interfaces_v1 y byTarget como mapa. Resultado real observado (no forzado): available=true, total=70 interfaces Accessor/Invoker sobre 64 targets, cruzando multiples mods independientes (varios submodulos fabric-api, waystones, terrablender, kuma_api, sodium, immersive_aircraft, balm) -- no un fenomeno exclusivo de balm. Confirmacion no anticipada: 3 targets (KeyMapping, Screen, ItemRenderer) reciben Accessor interfaces de mods independientes sobre el mismo target real, igual patron que el Experimento C del spike de Fase 5 pero en modpack real. 8 aserciones nuevas OK, cero fallos (119 aserciones totales); control negativo canLowerDecision=false intacto; cierre limpio. Universo estructural (categoria accessor_invoker_interfaces) establecido y verificado en runtime real.
